"SubNo","TrialNo","Mapping","State","Resp","Acc","Reward","Balance","Condition","RewardedOrNot"
"1",1,"0","0","0","1",0.025,4.025,"control","1"
"1",2,"0","1","0","0",0,4.025,"control","0"
"1",3,"0","0","1","0",0,4.025,"control","0"
"1",4,"0","0","1","0",0,4.025,"control","0"
"1",5,"0","0","0","1",0.025,4.05,"control","1"
"1",6,"0","0","0","1",0.025,4.075,"control","1"
"1",7,"0","0","0","1",0.025,4.1,"control","1"
"1",8,"0","0","0","1",0.025,4.125,"control","1"
"1",9,"0","1","0","0",0,4.125,"control","0"
"1",10,"0","0","0","1",0.025,4.15,"control","1"
"1",11,"0","0","0","1",0.025,4.175,"control","1"
"1",12,"0","1","0","0",0,4.175,"control","0"
"1",13,"0","1","0","0",0,4.175,"control","0"
"1",14,"0","1","0","0",0,4.175,"control","0"
"1",15,"0","1","0","0",0,4.175,"control","0"
"1",16,"0","1","0","0",0,4.175,"control","0"
"1",17,"0","1","0","0",0,4.175,"control","0"
"1",18,"0","0","0","1",0.025,4.2,"control","1"
"1",19,"0","0","0","1",0.025,4.225,"control","1"
"1",20,"0","0","1","0",0,4.225,"control","0"
"1",21,"0","0","0","1",0.025,4.25,"control","1"
"1",22,"0","0","0","1",0.025,4.275,"control","1"
"1",23,"0","0","0","1",0.025,4.3,"control","1"
"1",24,"0","1","0","0",0,4.3,"control","0"
"1",25,"0","0","0","1",0.025,4.325,"control","1"
"1",26,"0","1","0","0",0,4.325,"control","0"
"1",27,"0","0","0","1",0.025,4.35,"control","1"
"1",28,"0","0","1","0",0,4.35,"control","0"
"1",29,"0","0","0","1",0.025,4.375,"control","1"
"1",30,"0","1","0","0",0,4.375,"control","0"
"1",31,"0","0","0","1",0.025,4.4,"control","1"
"1",32,"0","1","0","0",0,4.4,"control","0"
"1",33,"0","1","0","0",0,4.4,"control","0"
"1",34,"0","0","1","0",0,4.4,"control","0"
"1",35,"0","0","1","0",0,4.4,"control","0"
"1",36,"0","1","0","0",0,4.4,"control","0"
"1",37,"0","1","0","0",0,4.4,"control","0"
"1",38,"0","1","0","0",0,4.4,"control","0"
"1",39,"0","0","0","1",0.025,4.425,"control","1"
"1",40,"0","1","0","0",0,4.425,"control","0"
"1",41,"0","0","1","0",0,4.425,"control","0"
"1",42,"0","0","1","0",0,4.425,"control","0"
"1",43,"0","1","0","0",0,4.425,"control","0"
"1",44,"0","1","1","1",0.025,4.45,"control","1"
"1",45,"0","0","0","1",0.025,4.475,"control","1"
"1",46,"0","1","0","0",0,4.475,"control","0"
"1",47,"0","0","1","0",0,4.475,"control","0"
"1",48,"0","0","1","0",0,4.475,"control","0"
"1",49,"0","1","0","0",0,4.475,"control","0"
"1",50,"0","1","1","1",0.025,4.5,"control","1"
"1",51,"0","0","1","0",0,4.5,"control","0"
"1",52,"0","1","0","0",0,4.5,"control","0"
"1",53,"0","1","1","1",0.025,4.525,"control","1"
"1",54,"0","1","1","1",0.025,4.55,"control","1"
"1",55,"0","1","0","0",0,4.55,"control","0"
"1",56,"0","0","1","0",0,4.55,"control","0"
"1",57,"0","0","1","0",0,4.55,"control","0"
"1",58,"0","1","0","0",0,4.55,"control","0"
"1",59,"0","0","1","0",0,4.55,"control","0"
"1",60,"0","1","0","0",0,4.55,"control","0"
"1",61,"0","1","0","0",0,4.55,"control","0"
"1",62,"0","1","1","1",0.025,4.575,"control","1"
"1",63,"0","1","0","0",0,4.575,"control","0"
"1",64,"0","0","1","0",0,4.575,"control","0"
"1",65,"0","1","0","0",0,4.575,"control","0"
"1",66,"0","0","0","1",0.025,4.6,"control","1"
"1",67,"0","1","0","0",0,4.6,"control","0"
"1",68,"0","1","0","0",0,4.6,"control","0"
"1",69,"0","0","1","0",0,4.6,"control","0"
"1",70,"0","0","1","0",0,4.6,"control","0"
"1",71,"0","0","0","1",0.025,4.625,"control","1"
"1",72,"0","0","0","1",0.025,4.65,"control","1"
"1",73,"0","1","0","0",0,4.65,"control","0"
"1",74,"0","1","0","0",0,4.65,"control","0"
"1",75,"0","1","0","0",0,4.65,"control","0"
"1",76,"0","1","0","0",0,4.65,"control","0"
"1",77,"0","1","0","0",0,4.65,"control","0"
"1",78,"0","0","0","1",0.025,4.675,"control","1"
"1",79,"0","0","0","1",0.025,4.7,"control","1"
"1",80,"0","1","0","0",0,4.7,"control","0"
"1",81,"0","1","0","0",0,4.7,"control","0"
"1",82,"0","1","1","1",0.025,4.725,"control","1"
"1",83,"0","0","1","0",0,4.725,"control","0"
"1",84,"0","1","0","0",0,4.725,"control","0"
"1",85,"0","1","0","0",0,4.725,"control","0"
"1",86,"0","0","1","0",0,4.725,"control","0"
"1",87,"0","1","0","0",0,4.725,"control","0"
"1",88,"0","0","0","1",0.025,4.75,"control","1"
"1",89,"0","1","0","0",0,4.75,"control","0"
"1",90,"0","0","1","0",0,4.75,"control","0"
"1",91,"0","1","0","0",0,4.75,"control","0"
"1",92,"0","0","1","0",0,4.75,"control","0"
"1",93,"0","0","0","1",0.025,4.775,"control","1"
"1",94,"0","1","0","0",0,4.775,"control","0"
"1",95,"0","1","0","0",0,4.775,"control","0"
"1",96,"0","1","0","0",0,4.775,"control","0"
"1",97,"0","0","1","0",0,4.775,"control","0"
"1",98,"0","0","0","1",0.025,4.8,"control","1"
"1",99,"0","0","0","1",0.025,4.825,"control","1"
"1",100,"0","0","1","0",0,4.825,"control","0"
"1",101,"1","1","0","0",0,4.825,"control","0"
"1",102,"1","0","1","0",0,4.825,"control","0"
"1",103,"1","1","0","0",0,4.825,"control","0"
"1",104,"1","0","0","1",0.025,4.85,"control","1"
"1",105,"1","1","1","1",0.025,4.875,"control","1"
"1",106,"1","1","0","0",0,4.875,"control","0"
"1",107,"1","0","0","1",0.025,4.9,"control","1"
"1",108,"1","0","1","0",0,4.9,"control","0"
"1",109,"1","0","1","0",0,4.9,"control","0"
"1",110,"1","0","0","1",0.025,4.925,"control","1"
"1",111,"1","0","0","1",0.025,4.95,"control","1"
"1",112,"1","0","1","0",0,4.95,"control","0"
"1",113,"1","1","0","0",0,4.95,"control","0"
"1",114,"1","1","0","0",0,4.95,"control","0"
"1",115,"1","0","1","0",0,4.95,"control","0"
"1",116,"1","1","1","1",0.025,4.975,"control","1"
"1",117,"1","0","1","0",0,4.975,"control","0"
"1",118,"1","0","1","0",0,4.975,"control","0"
"1",119,"1","0","1","0",0,4.975,"control","0"
"1",120,"1","1","0","0",0,4.975,"control","0"
"1",121,"1","0","0","1",0.025,5,"control","1"
"1",122,"1","1","0","0",0,5,"control","0"
"1",123,"1","1","0","0",0,5,"control","0"
"1",124,"1","1","0","0",0,5,"control","0"
"1",125,"1","0","0","1",0.025,5.025,"control","1"
"1",126,"1","0","1","0",0,5.025,"control","0"
"1",127,"1","0","1","0",0,5.025,"control","0"
"1",128,"1","1","0","0",0,5.025,"control","0"
"1",129,"1","1","1","1",0.025,5.05,"control","1"
"1",130,"1","1","1","1",0.025,5.075,"control","1"
"1",131,"1","0","1","0",0,5.075,"control","0"
"1",132,"1","1","1","1",0.025,5.1,"control","1"
"1",133,"1","1","1","1",0.025,5.125,"control","1"
"1",134,"1","1","1","1",0.025,5.15,"control","1"
"1",135,"1","0","1","0",0,5.15,"control","0"
"1",136,"1","0","1","0",0,5.15,"control","0"
"1",137,"1","1","0","0",0,5.15,"control","0"
"1",138,"1","0","1","0",0,5.15,"control","0"
"1",139,"1","0","1","0",0,5.15,"control","0"
"1",140,"1","1","1","1",0.025,5.175,"control","1"
"1",141,"1","0","1","0",0,5.175,"control","0"
"1",142,"1","0","1","0",0,5.175,"control","0"
"1",143,"1","1","0","0",0,5.175,"control","0"
"1",144,"1","1","1","1",0.025,5.2,"control","1"
"1",145,"1","1","1","1",0.025,5.225,"control","1"
"1",146,"1","1","1","1",0.025,5.25,"control","1"
"1",147,"1","0","0","1",0.025,5.275,"control","1"
"1",148,"1","1","1","1",0.025,5.3,"control","1"
"1",149,"1","1","1","1",0.025,5.325,"control","1"
"1",150,"1","0","0","1",0.025,5.35,"control","1"
"1",151,"1","0","1","0",0,5.35,"control","0"
"1",152,"1","1","0","0",0,5.35,"control","0"
"1",153,"1","0","1","0",0,5.35,"control","0"
"1",154,"1","0","1","0",0,5.35,"control","0"
"1",155,"1","1","1","1",0.025,5.375,"control","1"
"1",156,"1","0","1","0",0,5.375,"control","0"
"1",157,"1","0","0","1",0.025,5.4,"control","1"
"1",158,"1","1","1","1",0.025,5.425,"control","1"
"1",159,"1","0","1","0",0,5.425,"control","0"
"1",160,"1","1","1","1",0.025,5.45,"control","1"
"1",161,"1","1","1","1",0.025,5.475,"control","1"
"1",162,"1","1","1","1",0.025,5.5,"control","1"
"1",163,"1","1","1","1",0.025,5.525,"control","1"
"1",164,"1","1","1","1",0.025,5.55,"control","1"
"1",165,"1","1","1","1",0.025,5.575,"control","1"
"1",166,"1","1","1","1",0.025,5.6,"control","1"
"1",167,"1","1","1","1",0.025,5.625,"control","1"
"1",168,"1","1","0","0",0,5.625,"control","0"
"1",169,"1","0","1","0",0,5.625,"control","0"
"1",170,"1","1","0","0",0,5.625,"control","0"
"1",171,"1","0","0","1",0.025,5.65,"control","1"
"1",172,"1","1","1","1",0.025,5.675,"control","1"
"1",173,"1","0","0","1",0.025,5.7,"control","1"
"1",174,"1","1","1","1",0.025,5.725,"control","1"
"1",175,"1","0","1","0",0,5.725,"control","0"
"1",176,"1","0","0","1",0.025,5.75,"control","1"
"1",177,"1","0","1","0",0,5.75,"control","0"
"1",178,"1","0","0","1",0.025,5.775,"control","1"
"1",179,"1","1","1","1",0.025,5.8,"control","1"
"1",180,"1","0","0","1",0.025,5.825,"control","1"
"1",181,"1","0","0","1",0.025,5.85,"control","1"
"1",182,"1","1","1","1",0.025,5.875,"control","1"
"1",183,"1","0","0","1",0.025,5.9,"control","1"
"1",184,"1","1","0","0",0,5.9,"control","0"
"1",185,"1","0","0","1",0.025,5.925,"control","1"
"1",186,"1","0","0","1",0.025,5.95,"control","1"
"1",187,"1","1","0","0",0,5.95,"control","0"
"1",188,"1","0","0","1",0.025,5.975,"control","1"
"1",189,"1","1","1","1",0.025,6,"control","1"
"1",190,"1","0","0","1",0.025,6.025,"control","1"
"1",191,"1","1","1","1",0.025,6.05,"control","1"
"1",192,"1","0","0","1",0.025,6.075,"control","1"
"1",193,"1","1","0","0",0,6.075,"control","0"
"1",194,"1","1","1","1",0.025,6.1,"control","1"
"1",195,"1","0","1","0",0,6.1,"control","0"
"1",196,"1","0","1","0",0,6.1,"control","0"
"1",197,"1","1","0","0",0,6.1,"control","0"
"1",198,"1","1","1","1",0.025,6.125,"control","1"
"1",199,"1","0","0","1",0.025,6.15,"control","1"
"1",200,"1","0","0","1",0.025,6.175,"control","1"
"2",1,"1","0","1","0",0,4,"control","0"
"2",2,"1","0","0","1",0.025,4.025,"control","1"
"2",3,"1","1","1","1",0.025,4.05,"control","1"
"2",4,"1","1","1","1",0.025,4.075,"control","1"
"2",5,"1","0","1","0",0,4.075,"control","0"
"2",6,"1","0","0","1",0.025,4.1,"control","1"
"2",7,"1","1","0","0",0,4.1,"control","0"
"2",8,"1","1","0","0",0,4.1,"control","0"
"2",9,"1","1","1","1",0.025,4.125,"control","1"
"2",10,"1","1","1","1",0.025,4.15,"control","1"
"2",11,"1","1","1","1",0.025,4.175,"control","1"
"2",12,"1","1","1","1",0.025,4.2,"control","1"
"2",13,"1","0","1","0",0,4.2,"control","0"
"2",14,"1","1","1","1",0.025,4.225,"control","1"
"2",15,"1","1","0","0",0,4.225,"control","0"
"2",16,"1","0","0","1",0.025,4.25,"control","1"
"2",17,"1","0","0","1",0.025,4.275,"control","1"
"2",18,"1","1","1","1",0.025,4.3,"control","1"
"2",19,"1","1","1","1",0.025,4.325,"control","1"
"2",20,"1","0","1","0",0,4.325,"control","0"
"2",21,"1","0","0","1",0.025,4.35,"control","1"
"2",22,"1","1","0","0",0,4.35,"control","0"
"2",23,"1","1","0","0",0,4.35,"control","0"
"2",24,"1","0","0","1",0.025,4.375,"control","1"
"2",25,"1","0","0","1",0.025,4.4,"control","1"
"2",26,"1","0","0","1",0.025,4.425,"control","1"
"2",27,"1","1","1","1",0.025,4.45,"control","1"
"2",28,"1","1","1","1",0.025,4.475,"control","1"
"2",29,"1","1","1","1",0.025,4.5,"control","1"
"2",30,"1","0","0","1",0.025,4.525,"control","1"
"2",31,"1","1","1","1",0.025,4.55,"control","1"
"2",32,"1","0","1","0",0,4.55,"control","0"
"2",33,"1","0","0","1",0.025,4.575,"control","1"
"2",34,"1","0","0","1",0.025,4.6,"control","1"
"2",35,"1","0","0","1",0.025,4.625,"control","1"
"2",36,"1","1","1","1",0.025,4.65,"control","1"
"2",37,"1","1","0","0",0,4.65,"control","0"
"2",38,"1","0","0","1",0.025,4.675,"control","1"
"2",39,"1","0","0","1",0.025,4.7,"control","1"
"2",40,"1","0","0","1",0.025,4.725,"control","1"
"2",41,"1","1","1","1",0.025,4.75,"control","1"
"2",42,"1","1","1","1",0.025,4.775,"control","1"
"2",43,"1","1","1","1",0.025,4.8,"control","1"
"2",44,"1","0","0","1",0.025,4.825,"control","1"
"2",45,"1","0","0","1",0.025,4.85,"control","1"
"2",46,"1","0","0","1",0.025,4.875,"control","1"
"2",47,"1","0","0","1",0.025,4.9,"control","1"
"2",48,"1","0","0","1",0.025,4.925,"control","1"
"2",49,"1","1","1","1",0.025,4.95,"control","1"
"2",50,"1","1","1","1",0.025,4.975,"control","1"
"2",51,"1","1","1","1",0.025,5,"control","1"
"2",52,"1","0","0","1",0.025,5.025,"control","1"
"2",53,"1","0","0","1",0.025,5.05,"control","1"
"2",54,"1","1","0","0",0,5.05,"control","0"
"2",55,"1","0","0","1",0.025,5.075,"control","1"
"2",56,"1","1","0","0",0,5.075,"control","0"
"2",57,"1","1","1","1",0.025,5.1,"control","1"
"2",58,"1","0","0","1",0.025,5.125,"control","1"
"2",59,"1","0","0","1",0.025,5.15,"control","1"
"2",60,"1","1","1","1",0.025,5.175,"control","1"
"2",61,"1","0","0","1",0.025,5.2,"control","1"
"2",62,"1","1","1","1",0.025,5.225,"control","1"
"2",63,"1","0","0","1",0.025,5.25,"control","1"
"2",64,"1","0","0","1",0.025,5.275,"control","1"
"2",65,"1","0","0","1",0.025,5.3,"control","1"
"2",66,"1","0","0","1",0.025,5.325,"control","1"
"2",67,"1","0","1","0",0,5.325,"control","0"
"2",68,"1","1","1","1",0.025,5.35,"control","1"
"2",69,"1","0","1","0",0,5.35,"control","0"
"2",70,"1","1","0","0",0,5.35,"control","0"
"2",71,"1","1","0","0",0,5.35,"control","0"
"2",72,"1","1","1","1",0.025,5.375,"control","1"
"2",73,"1","0","0","1",0.025,5.4,"control","1"
"2",74,"1","0","0","1",0.025,5.425,"control","1"
"2",75,"1","0","0","1",0.025,5.45,"control","1"
"2",76,"1","1","1","1",0.025,5.475,"control","1"
"2",77,"1","0","0","1",0.025,5.5,"control","1"
"2",78,"1","1","1","1",0.025,5.525,"control","1"
"2",79,"1","0","0","1",0.025,5.55,"control","1"
"2",80,"1","1","1","1",0.025,5.575,"control","1"
"2",81,"1","1","1","1",0.025,5.6,"control","1"
"2",82,"1","1","1","1",0.025,5.625,"control","1"
"2",83,"1","1","1","1",0.025,5.65,"control","1"
"2",84,"1","0","1","0",0,5.65,"control","0"
"2",85,"1","0","0","1",0.025,5.675,"control","1"
"2",86,"1","0","1","0",0,5.675,"control","0"
"2",87,"1","0","0","1",0.025,5.7,"control","1"
"2",88,"1","1","1","1",0.025,5.725,"control","1"
"2",89,"1","1","1","1",0.025,5.75,"control","1"
"2",90,"1","0","0","1",0.025,5.775,"control","1"
"2",91,"1","0","0","1",0.025,5.8,"control","1"
"2",92,"1","1","1","1",0.025,5.825,"control","1"
"2",93,"1","1","1","1",0.025,5.85,"control","1"
"2",94,"1","1","1","1",0.025,5.875,"control","1"
"2",95,"1","1","1","1",0.025,5.9,"control","1"
"2",96,"1","0","0","1",0.025,5.925,"control","1"
"2",97,"1","1","1","1",0.025,5.95,"control","1"
"2",98,"1","1","1","1",0.025,5.975,"control","1"
"2",99,"1","1","1","1",0.025,6,"control","1"
"2",100,"1","0","0","1",0.025,6.025,"control","1"
"2",101,"0","0","0","1",0.025,6.05,"control","1"
"2",102,"0","1","0","0",0,6.05,"control","0"
"2",103,"0","0","0","1",0.025,6.075,"control","1"
"2",104,"0","0","0","1",0.025,6.1,"control","1"
"2",105,"0","0","0","1",0.025,6.125,"control","1"
"2",106,"0","0","0","1",0.025,6.15,"control","1"
"2",107,"0","0","0","1",0.025,6.175,"control","1"
"2",108,"0","1","1","1",0.025,6.2,"control","1"
"2",109,"0","0","0","1",0.025,6.225,"control","1"
"2",110,"0","1","1","1",0.025,6.25,"control","1"
"2",111,"0","1","1","1",0.025,6.275,"control","1"
"2",112,"0","1","1","1",0.025,6.3,"control","1"
"2",113,"0","1","1","1",0.025,6.325,"control","1"
"2",114,"0","1","1","1",0.025,6.35,"control","1"
"2",115,"0","0","0","1",0.025,6.375,"control","1"
"2",116,"0","0","0","1",0.025,6.4,"control","1"
"2",117,"0","1","1","1",0.025,6.425,"control","1"
"2",118,"0","0","0","1",0.025,6.45,"control","1"
"2",119,"0","1","1","1",0.025,6.475,"control","1"
"2",120,"0","1","1","1",0.025,6.5,"control","1"
"2",121,"0","1","1","1",0.025,6.525,"control","1"
"2",122,"0","0","0","1",0.025,6.55,"control","1"
"2",123,"0","1","1","1",0.025,6.575,"control","1"
"2",124,"0","1","0","0",0,6.575,"control","0"
"2",125,"0","1","0","0",0,6.575,"control","0"
"2",126,"0","1","0","0",0,6.575,"control","0"
"2",127,"0","0","0","1",0.025,6.6,"control","1"
"2",128,"0","1","1","1",0.025,6.625,"control","1"
"2",129,"0","1","0","0",0,6.625,"control","0"
"2",130,"0","0","0","1",0.025,6.65,"control","1"
"2",131,"0","0","0","1",0.025,6.675,"control","1"
"2",132,"0","0","0","1",0.025,6.7,"control","1"
"2",133,"0","0","0","1",0.025,6.725,"control","1"
"2",134,"0","0","0","1",0.025,6.75,"control","1"
"2",135,"0","0","0","1",0.025,6.775,"control","1"
"2",136,"0","0","0","1",0.025,6.8,"control","1"
"2",137,"0","0","0","1",0.025,6.825,"control","1"
"2",138,"0","1","1","1",0.025,6.85,"control","1"
"2",139,"0","1","1","1",0.025,6.875,"control","1"
"2",140,"0","0","0","1",0.025,6.9,"control","1"
"2",141,"0","0","0","1",0.025,6.925,"control","1"
"2",142,"0","0","0","1",0.025,6.95,"control","1"
"2",143,"0","0","0","1",0.025,6.975,"control","1"
"2",144,"0","1","0","0",0,6.975,"control","0"
"2",145,"0","0","0","1",0.025,7,"control","1"
"2",146,"0","1","1","1",0.025,7.025,"control","1"
"2",147,"0","0","0","1",0.025,7.05,"control","1"
"2",148,"0","1","0","0",0,7.05,"control","0"
"2",149,"0","1","0","0",0,7.05,"control","0"
"2",150,"0","0","0","1",0.025,7.075,"control","1"
"2",151,"0","1","1","1",0.025,7.1,"control","1"
"2",152,"0","0","0","1",0.025,7.125,"control","1"
"2",153,"0","1","0","0",0,7.125,"control","0"
"2",154,"0","0","0","1",0.025,7.15,"control","1"
"2",155,"0","1","1","1",0.025,7.175,"control","1"
"2",156,"0","1","1","1",0.025,7.2,"control","1"
"2",157,"0","1","1","1",0.025,7.225,"control","1"
"2",158,"0","1","1","1",0.025,7.25,"control","1"
"2",159,"0","1","1","1",0.025,7.275,"control","1"
"2",160,"0","0","0","1",0.025,7.3,"control","1"
"2",161,"0","1","0","0",0,7.3,"control","0"
"2",162,"0","1","1","1",0.025,7.325,"control","1"
"2",163,"0","1","1","1",0.025,7.35,"control","1"
"2",164,"0","0","1","0",0,7.35,"control","0"
"2",165,"0","1","1","1",0.025,7.375,"control","1"
"2",166,"0","1","1","1",0.025,7.4,"control","1"
"2",167,"0","0","0","1",0.025,7.425,"control","1"
"2",168,"0","1","1","1",0.025,7.45,"control","1"
"2",169,"0","1","1","1",0.025,7.475,"control","1"
"2",170,"0","0","0","1",0.025,7.5,"control","1"
"2",171,"0","1","1","1",0.025,7.525,"control","1"
"2",172,"0","0","1","0",0,7.525,"control","0"
"2",173,"0","0","0","1",0.025,7.55,"control","1"
"2",174,"0","0","0","1",0.025,7.575,"control","1"
"2",175,"0","0","1","0",0,7.575,"control","0"
"2",176,"0","0","0","1",0.025,7.6,"control","1"
"2",177,"0","1","1","1",0.025,7.625,"control","1"
"2",178,"0","0","0","1",0.025,7.65,"control","1"
"2",179,"0","0","0","1",0.025,7.675,"control","1"
"2",180,"0","0","0","1",0.025,7.7,"control","1"
"2",181,"0","0","0","1",0.025,7.725,"control","1"
"2",182,"0","1","1","1",0.025,7.75,"control","1"
"2",183,"0","1","1","1",0.025,7.775,"control","1"
"2",184,"0","1","1","1",0.025,7.8,"control","1"
"2",185,"0","1","1","1",0.025,7.825,"control","1"
"2",186,"0","0","1","0",0,7.825,"control","0"
"2",187,"0","1","1","1",0.025,7.85,"control","1"
"2",188,"0","1","1","1",0.025,7.875,"control","1"
"2",189,"0","0","1","0",0,7.875,"control","0"
"2",190,"0","0","1","0",0,7.875,"control","0"
"2",191,"0","1","1","1",0.025,7.9,"control","1"
"2",192,"0","0","1","0",0,7.9,"control","0"
"2",193,"0","0","0","1",0.025,7.925,"control","1"
"2",194,"0","1","1","1",0.025,7.95,"control","1"
"2",195,"0","1","1","1",0.025,7.975,"control","1"
"2",196,"0","0","1","0",0,7.975,"control","0"
"2",197,"0","0","0","1",0.025,8,"control","1"
"2",198,"0","0","0","1",0.025,8.025,"control","1"
"2",199,"0","1","1","1",0.025,8.05,"control","1"
"2",200,"0","1","1","1",0.025,8.075,"control","1"
"3",1,"1","0","0","1",0.025,4.025,"control","1"
"3",2,"1","1","0","0",0,4.025,"control","0"
"3",3,"1","0","1","0",0,4.025,"control","0"
"3",4,"1","0","1","0",0,4.025,"control","0"
"3",5,"1","0","0","1",0.025,4.05,"control","1"
"3",6,"1","0","1","0",0,4.05,"control","0"
"3",7,"1","0","1","0",0,4.05,"control","0"
"3",8,"1","0","0","1",0.025,4.075,"control","1"
"3",9,"1","1","1","1",0.025,4.1,"control","1"
"3",10,"1","0","1","0",0,4.1,"control","0"
"3",11,"1","0","0","1",0.025,4.125,"control","1"
"3",12,"1","0","0","1",0.025,4.15,"control","1"
"3",13,"1","0","0","1",0.025,4.175,"control","1"
"3",14,"1","0","0","1",0.025,4.2,"control","1"
"3",15,"1","1","1","1",0.025,4.225,"control","1"
"3",16,"1","0","0","1",0.025,4.25,"control","1"
"3",17,"1","0","0","1",0.025,4.275,"control","1"
"3",18,"1","1","0","0",0,4.275,"control","0"
"3",19,"1","0","1","0",0,4.275,"control","0"
"3",20,"1","0","0","1",0.025,4.3,"control","1"
"3",21,"1","0","0","1",0.025,4.325,"control","1"
"3",22,"1","0","0","1",0.025,4.35,"control","1"
"3",23,"1","0","1","0",0,4.35,"control","0"
"3",24,"1","1","1","1",0.025,4.375,"control","1"
"3",25,"1","1","1","1",0.025,4.4,"control","1"
"3",26,"1","1","1","1",0.025,4.425,"control","1"
"3",27,"1","0","0","1",0.025,4.45,"control","1"
"3",28,"1","0","0","1",0.025,4.475,"control","1"
"3",29,"1","0","0","1",0.025,4.5,"control","1"
"3",30,"1","1","1","1",0.025,4.525,"control","1"
"3",31,"1","0","1","0",0,4.525,"control","0"
"3",32,"1","1","1","1",0.025,4.55,"control","1"
"3",33,"1","1","1","1",0.025,4.575,"control","1"
"3",34,"1","1","0","0",0,4.575,"control","0"
"3",35,"1","1","1","1",0.025,4.6,"control","1"
"3",36,"1","1","0","0",0,4.6,"control","0"
"3",37,"1","1","1","1",0.025,4.625,"control","1"
"3",38,"1","1","1","1",0.025,4.65,"control","1"
"3",39,"1","0","1","0",0,4.65,"control","0"
"3",40,"1","0","1","0",0,4.65,"control","0"
"3",41,"1","1","1","1",0.025,4.675,"control","1"
"3",42,"1","0","0","1",0.025,4.7,"control","1"
"3",43,"1","1","0","0",0,4.7,"control","0"
"3",44,"1","1","1","1",0.025,4.725,"control","1"
"3",45,"1","0","0","1",0.025,4.75,"control","1"
"3",46,"1","0","0","1",0.025,4.775,"control","1"
"3",47,"1","1","1","1",0.025,4.8,"control","1"
"3",48,"1","1","0","0",0,4.8,"control","0"
"3",49,"1","1","1","1",0.025,4.825,"control","1"
"3",50,"1","1","1","1",0.025,4.85,"control","1"
"3",51,"1","0","0","1",0.025,4.875,"control","1"
"3",52,"1","0","0","1",0.025,4.9,"control","1"
"3",53,"1","0","1","0",0,4.9,"control","0"
"3",54,"1","1","1","1",0.025,4.925,"control","1"
"3",55,"1","1","1","1",0.025,4.95,"control","1"
"3",56,"1","0","0","1",0.025,4.975,"control","1"
"3",57,"1","1","0","0",0,4.975,"control","0"
"3",58,"1","0","1","0",0,4.975,"control","0"
"3",59,"1","1","1","1",0.025,5,"control","1"
"3",60,"1","0","1","0",0,5,"control","0"
"3",61,"1","0","1","0",0,5,"control","0"
"3",62,"1","1","1","1",0.025,5.025,"control","1"
"3",63,"1","1","0","0",0,5.025,"control","0"
"3",64,"1","0","1","0",0,5.025,"control","0"
"3",65,"1","1","1","1",0.025,5.05,"control","1"
"3",66,"1","1","1","1",0.025,5.075,"control","1"
"3",67,"1","0","0","1",0.025,5.1,"control","1"
"3",68,"1","1","0","0",0,5.1,"control","0"
"3",69,"1","0","1","0",0,5.1,"control","0"
"3",70,"1","1","1","1",0.025,5.125,"control","1"
"3",71,"1","1","0","0",0,5.125,"control","0"
"3",72,"1","1","1","1",0.025,5.15,"control","1"
"3",73,"1","0","0","1",0.025,5.175,"control","1"
"3",74,"1","1","1","1",0.025,5.2,"control","1"
"3",75,"1","1","0","0",0,5.2,"control","0"
"3",76,"1","1","1","1",0.025,5.225,"control","1"
"3",77,"1","1","1","1",0.025,5.25,"control","1"
"3",78,"1","1","1","1",0.025,5.275,"control","1"
"3",79,"1","0","0","1",0.025,5.3,"control","1"
"3",80,"1","0","0","1",0.025,5.325,"control","1"
"3",81,"1","0","0","1",0.025,5.35,"control","1"
"3",82,"1","1","0","0",0,5.35,"control","0"
"3",83,"1","1","1","1",0.025,5.375,"control","1"
"3",84,"1","0","0","1",0.025,5.4,"control","1"
"3",85,"1","1","1","1",0.025,5.425,"control","1"
"3",86,"1","1","1","1",0.025,5.45,"control","1"
"3",87,"1","1","0","0",0,5.45,"control","0"
"3",88,"1","1","0","0",0,5.45,"control","0"
"3",89,"1","0","0","1",0.025,5.475,"control","1"
"3",90,"1","0","0","1",0.025,5.5,"control","1"
"3",91,"1","0","1","0",0,5.5,"control","0"
"3",92,"1","0","1","0",0,5.5,"control","0"
"3",93,"1","1","1","1",0.025,5.525,"control","1"
"3",94,"1","0","0","1",0.025,5.55,"control","1"
"3",95,"1","1","0","0",0,5.55,"control","0"
"3",96,"1","1","1","1",0.025,5.575,"control","1"
"3",97,"1","0","0","1",0.025,5.6,"control","1"
"3",98,"1","0","0","1",0.025,5.625,"control","1"
"3",99,"1","1","0","0",0,5.625,"control","0"
"3",100,"1","1","0","0",0,5.625,"control","0"
"3",101,"0","1","1","1",0.025,5.65,"control","1"
"3",102,"0","1","0","0",0,5.65,"control","0"
"3",103,"0","1","1","1",0.025,5.675,"control","1"
"3",104,"0","0","0","1",0.025,5.7,"control","1"
"3",105,"0","1","0","0",0,5.7,"control","0"
"3",106,"0","1","0","0",0,5.7,"control","0"
"3",107,"0","1","1","1",0.025,5.725,"control","1"
"3",108,"0","1","0","0",0,5.725,"control","0"
"3",109,"0","1","1","1",0.025,5.75,"control","1"
"3",110,"0","0","0","1",0.025,5.775,"control","1"
"3",111,"0","1","0","0",0,5.775,"control","0"
"3",112,"0","1","1","1",0.025,5.8,"control","1"
