SubNo TrialNo WhiteProp Resp Ac
16 1 0.58 1 1
16 2 0.54 1 1
16 3 0.42 0 1
16 4 0.50 1 1
16 5 0.40 1 0
16 6 0.50 1 1
16 7 0.48 0 1
16 8 0.48 0 1
16 9 0.60 1 1
16 10 0.46 0 1
16 11 0.50 0 0
16 12 0.46 0 1
16 13 0.50 0 0
16 14 0.52 0 0
16 15 0.42 0 1
16 16 0.42 0 1
16 17 0.58 1 1
16 18 0.40 0 1
16 19 0.50 0 0
16 20 0.50 0 0
16 21 0.40 0 1
16 22 0.48 0 1
16 23 0.40 0 1
16 24 0.48 0 1
16 25 0.40 0 1
16 26 0.48 0 1
16 27 0.48 1 0
16 28 0.52 1 1
16 29 0.58 1 1
16 30 0.54 1 1
16 31 0.40 0 1
16 32 0.50 1 1
16 33 0.40 0 1
16 34 0.60 1 1
16 35 0.42 0 1
16 36 0.54 1 1
16 37 0.54 1 1
16 38 0.58 1 1
16 39 0.60 1 1
16 40 0.46 0 1
16 41 0.46 1 0
16 42 0.48 1 0
16 43 0.46 0 1
16 44 0.46 1 0
16 45 0.54 1 1
16 46 0.40 0 1
16 47 0.48 0 1
16 48 0.50 1 1
16 49 0.50 1 1
16 50 0.54 1 1
16 51 0.60 1 1
16 52 0.40 0 1
16 53 0.50 1 1
16 54 0.54 1 1
16 55 0.40 0 1
16 56 0.46 0 1
16 57 0.58 1 1
16 58 0.52 0 0
16 59 0.50 0 0
16 60 0.48 0 1
16 61 0.52 1 1
16 62 0.52 1 1
16 63 0.40 0 1
16 64 0.52 0 0
16 65 0.54 0 0
16 66 0.48 0 1
16 67 0.60 1 1
16 68 0.60 1 1
16 69 0.58 1 1
16 70 0.52 0 0
16 71 0.46 0 1
16 72 0.46 0 1
16 73 0.40 0 1
16 74 0.52 0 0
16 75 0.60 1 1
16 76 0.54 1 1
16 77 0.60 1 1
16 78 0.60 1 1
16 79 0.52 0 0
16 80 0.58 1 1
16 81 0.54 1 1
16 82 0.52 1 1
16 83 0.50 0 0
16 84 0.40 0 1
16 85 0.46 0 1
16 86 0.52 0 0
16 87 0.42 0 1
16 88 0.46 0 1
16 89 0.42 0 1
16 90 0.40 0 1
16 91 0.52 0 0
16 92 0.60 1 1
16 93 0.48 0 1
16 94 0.48 0 1
16 95 0.46 0 1
16 96 0.54 1 1
16 97 0.46 1 0
16 98 0.42 0 1
16 99 0.42 0 1
16 100 0.42 0 1
16 101 0.54 1 1
16 102 0.48 1 0
16 103 0.46 1 0
16 104 0.52 1 1
16 105 0.60 1 1
16 106 0.48 1 0
16 107 0.48 1 0
16 108 0.58 1 1
16 109 0.52 1 1
16 110 0.46 1 0
16 111 0.54 1 1
16 112 0.52 1 1
16 113 0.40 0 1
16 114 0.50 1 1
16 115 0.42 0 1
16 116 0.48 1 0
16 117 0.40 0 1
16 118 0.60 1 1
16 119 0.48 0 1
16 120 0.40 0 1
16 121 0.46 0 1
16 122 0.58 1 1
16 123 0.54 1 1
16 124 0.48 0 1
16 125 0.58 1 1
16 126 0.40 0 1
16 127 0.40 0 1
16 128 0.40 0 1
16 129 0.42 0 1
16 130 0.58 1 1
16 131 0.50 0 0
16 132 0.46 0 1
16 133 0.42 0 1
16 134 0.52 0 0
16 135 0.58 1 1
16 136 0.60 1 1
16 137 0.40 0 1
16 138 0.58 1 1
16 139 0.42 0 1
16 140 0.50 1 1
16 141 0.42 0 1
16 142 0.60 1 1
16 143 0.50 0 0
16 144 0.58 1 1
16 145 0.58 1 1
16 146 0.54 1 1
16 147 0.42 0 1
16 148 0.42 0 1
16 149 0.58 1 1
16 150 0.58 1 1
16 151 0.48 0 1
16 152 0.52 1 1
16 153 0.58 1 1
16 154 0.52 0 0
16 155 0.60 1 1
16 156 0.46 0 1
16 157 0.42 0 1
16 158 0.46 0 1
16 159 0.52 1 1
16 160 0.42 0 1
16 161 0.54 1 1
16 162 0.54 0 0
16 163 0.50 1 1
16 164 0.48 0 1
16 165 0.60 1 1
16 166 0.60 1 1
16 167 0.54 1 1
16 168 0.54 0 0
16 169 0.60 1 1
16 170 0.52 1 1
16 171 0.58 1 1
16 172 0.54 1 1
16 173 0.50 0 0
16 174 0.52 1 1
16 175 0.40 0 1
16 176 0.42 0 1
16 177 0.50 0 0
16 178 0.52 0 0
16 179 0.58 0 0
16 180 0.46 0 1
16 181 0.60 0 0
16 182 0.50 0 0
16 183 0.60 1 1
16 184 0.58 0 0
16 185 0.58 1 1
16 186 0.52 1 1
16 187 0.48 0 1
16 188 0.54 0 0
16 189 0.42 0 1
16 190 0.54 0 0
16 191 0.42 0 1
16 192 0.58 0 0
16 193 0.42 0 1
16 194 0.50 0 0
16 195 0.42 0 1
16 196 0.60 1 1
16 197 0.60 1 1
16 198 0.40 0 1
16 199 0.60 1 1
16 200 0.42 0 1
16 201 0.52 1 1
16 202 0.50 1 1
16 203 0.48 0 1
16 204 0.46 0 1
16 205 0.50 0 0
16 206 0.50 1 1
16 207 0.48 1 0
16 208 0.46 1 0
16 209 0.60 1 1
16 210 0.60 1 1
16 211 0.42 0 1
16 212 0.48 1 0
16 213 0.48 1 0
16 214 0.50 1 1
16 215 0.40 0 1
16 216 0.46 0 1
16 217 0.54 1 1
16 218 0.40 0 1
16 219 0.58 1 1
16 220 0.52 1 1
16 221 0.46 0 1
16 222 0.58 1 1
16 223 0.54 1 1
16 224 0.46 0 1
16 225 0.54 1 1
