SubNo TrialNo WhiteProp Resp Ac
5 1 0.42 1 0
5 2 0.42 1 0
5 3 0.58 0 0
5 4 0.48 1 0
5 5 0.50 0 0
5 6 0.48 0 1
5 7 0.50 0 0
5 8 0.42 0 1
5 9 0.48 0 1
5 10 0.52 1 1
5 11 0.52 1 1
5 12 0.48 0 1
5 13 0.48 0 1
5 14 0.58 1 1
5 15 0.58 1 1
5 16 0.52 1 1
5 17 0.48 0 1
5 18 0.54 0 0
5 19 0.58 1 1
5 20 0.42 0 1
5 21 0.40 0 1
5 22 0.42 0 1
5 23 0.60 1 1
5 24 0.52 1 1
5 25 0.50 1 1
5 26 0.58 1 1
5 27 0.48 1 0
5 28 0.58 1 1
5 29 0.48 0 1
5 30 0.48 0 1
5 31 0.52 0 0
5 32 0.52 0 0
5 33 0.50 0 0
5 34 0.54 1 1
5 35 0.40 0 1
5 36 0.50 0 0
5 37 0.60 1 1
5 38 0.60 1 1
5 39 0.46 0 1
5 40 0.58 1 1
5 41 0.58 1 1
5 42 0.52 0 0
5 43 0.54 0 0
5 44 0.52 0 0
5 45 0.40 0 1
5 46 0.40 0 1
5 47 0.42 0 1
5 48 0.40 0 1
5 49 0.60 1 1
5 50 0.46 0 1
5 51 0.46 0 1
5 52 0.46 0 1
5 53 0.40 0 1
5 54 0.50 0 0
5 55 0.48 0 1
5 56 0.58 1 1
5 57 0.54 1 1
5 58 0.60 1 1
5 59 0.54 1 1
5 60 0.60 1 1
5 61 0.50 0 0
5 62 0.50 0 0
5 63 0.60 1 1
5 64 0.54 1 1
5 65 0.54 1 1
5 66 0.42 0 1
5 67 0.48 0 1
5 68 0.42 0 1
5 69 0.54 1 1
5 70 0.60 1 1
5 71 0.60 1 1
5 72 0.50 1 1
5 73 0.50 0 0
5 74 0.52 0 0
5 75 0.60 1 1
5 76 0.40 0 1
5 77 0.46 0 1
5 78 0.60 1 1
5 79 0.60 1 1
5 80 0.40 0 1
5 81 0.52 0 0
5 82 0.50 1 1
5 83 0.52 0 0
5 84 0.48 0 1
5 85 0.48 0 1
5 86 0.48 0 1
5 87 0.46 0 1
5 88 0.40 0 1
5 89 0.48 0 1
5 90 0.52 0 0
5 91 0.60 1 1
5 92 0.60 1 1
5 93 0.40 0 1
5 94 0.48 0 1
5 95 0.46 0 1
5 96 0.42 0 1
5 97 0.50 0 0
5 98 0.58 1 1
5 99 0.54 1 1
5 100 0.50 1 1
5 101 0.40 0 1
5 102 0.48 0 1
5 103 0.48 0 1
5 104 0.40 0 1
5 105 0.46 0 1
5 106 0.42 0 1
5 107 0.48 0 1
5 108 0.50 0 0
5 109 0.58 1 1
5 110 0.46 1 0
5 111 0.54 0 0
5 112 0.58 1 1
5 113 0.54 1 1
5 114 0.60 1 1
5 115 0.60 1 1
5 116 0.60 1 1
5 117 0.46 0 1
5 118 0.50 0 0
5 119 0.46 0 1
5 120 0.58 1 1
5 121 0.54 1 1
5 122 0.60 1 1
5 123 0.50 1 1
5 124 0.40 0 1
5 125 0.52 0 0
5 126 0.54 1 1
5 127 0.54 1 1
5 128 0.42 0 1
5 129 0.48 0 1
5 130 0.54 1 1
5 131 0.58 1 1
5 132 0.46 0 1
5 133 0.48 0 1
5 134 0.52 0 0
5 135 0.54 0 0
5 136 0.40 0 1
5 137 0.40 0 1
5 138 0.52 1 1
5 139 0.46 1 0
5 140 0.40 0 1
5 141 0.58 1 1
5 142 0.46 1 0
5 143 0.46 0 1
5 144 0.40 0 1
5 145 0.52 0 0
5 146 0.52 1 1
5 147 0.60 1 1
5 148 0.42 0 1
5 149 0.42 0 1
5 150 0.42 0 1
5 151 0.46 0 1
5 152 0.52 0 0
5 153 0.50 1 1
5 154 0.46 0 1
5 155 0.52 1 1
5 156 0.58 1 1
5 157 0.42 0 1
5 158 0.54 1 1
5 159 0.46 0 1
5 160 0.42 0 1
5 161 0.48 1 0
5 162 0.58 1 1
5 163 0.42 0 1
5 164 0.50 0 0
5 165 0.48 0 1
5 166 0.58 1 1
5 167 0.46 0 1
5 168 0.42 0 1
5 169 0.40 0 1
5 170 0.50 0 0
5 171 0.54 1 1
5 172 0.52 1 1
5 173 0.48 1 0
5 174 0.52 1 1
5 175 0.54 1 1
5 176 0.40 0 1
5 177 0.60 1 1
5 178 0.60 1 1
5 179 0.42 0 1
5 180 0.40 0 1
5 181 0.58 1 1
5 182 0.50 1 1
5 183 0.58 1 1
5 184 0.52 1 1
5 185 0.50 1 1
5 186 0.58 1 1
5 187 0.46 0 1
5 188 0.50 1 1
5 189 0.40 0 1
5 190 0.40 0 1
5 191 0.54 1 1
5 192 0.60 1 1
5 193 0.54 1 1
5 194 0.46 1 0
5 195 0.60 1 1
5 196 0.58 1 1
5 197 0.50 1 1
5 198 0.48 0 1
5 199 0.58 1 1
5 200 0.54 1 1
5 201 0.42 0 1
5 202 0.52 0 0
5 203 0.46 0 1
5 204 0.42 0 1
5 205 0.46 0 1
5 206 0.46 0 1
5 207 0.50 0 0
5 208 0.58 1 1
5 209 0.40 0 1
5 210 0.42 0 1
5 211 0.54 1 1
5 212 0.52 1 1
5 213 0.42 0 1
5 214 0.40 0 1
5 215 0.54 1 1
5 216 0.60 1 1
5 217 0.52 1 1
5 218 0.42 0 1
5 219 0.40 0 1
5 220 0.50 1 1
5 221 0.58 1 1
5 222 0.54 1 1
5 223 0.60 1 1
5 224 0.42 0 1
5 225 0.46 0 1
